label,image_path,image_name,arrays,0_2,4_6,8_12,15_20,25_32,38_43,48_53,60_100,gt
0_2,../OUTPUT/faces_detected/0_2/image_1306.jpg,image_1306.jpg,"[[117  90  83 ...  15  19  25]
 [111  91  80 ...  20  16  25]
 [118  95  85 ...  26  18  13]
 ...
 [243 242 246 ... 127 148 113]
 [248 252 254 ... 157 148 146]
 [255 255 255 ... 141 141 147]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2125.jpg,image_2125.jpg,"[[ 14  16  14 ... 153 154 151]
 [ 14  15  16 ... 155 153 152]
 [ 14  17  16 ... 147 145 145]
 ...
 [  8   9  11 ... 163 188 186]
 [  9   9  11 ... 204 215 225]
 [ 15   9  12 ...  43 200 214]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_259.jpg,image_259.jpg,"[[157 137 174 ...  80 159 159]
 [140 155 186 ...  75 152 156]
 [132 156 190 ...  80 144 152]
 ...
 [ 20  23  20 ...   9   8   7]
 [ 22  21  16 ...  10   8   7]
 [ 16  19  16 ...  11   7   8]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_616.jpg,image_616.jpg,"[[78 23 20 ... 84 80 80]
 [63 24 21 ... 80 92 76]
 [53 20 16 ... 87 79 73]
 ...
 [16 13 13 ... 25 12  7]
 [14 13 13 ... 14  8  9]
 [16 13 16 ... 11  9 11]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_410.jpg,image_410.jpg,"[[ 26  24  17 ...  99  94  89]
 [ 22  18  29 ... 105  97  92]
 [ 23  22  17 ... 115 105  94]
 ...
 [148 149 146 ...  73  79  81]
 [151 150 151 ...  83  82  84]
 [153 152 151 ...  70  83 114]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1949.jpg,image_1949.jpg,"[[ 55  54 114 ...  28  29  29]
 [ 55  48  84 ...  28  29  29]
 [ 48  44  46 ...  30  31  30]
 ...
 [ 33  32  30 ... 197 203 198]
 [ 34  32  31 ... 202 198 204]
 [ 31  29  32 ... 204 195 203]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1725.jpg,image_1725.jpg,"[[131  33  34 ... 200 206 192]
 [ 66  29  27 ... 138 193 204]
 [ 26  20  19 ...  71  80 175]
 ...
 [ 26  32  15 ...  12  25  54]
 [ 50  28  28 ...  11  37  58]
 [ 29  17  15 ...  35  69  75]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1350.jpg,image_1350.jpg,"[[ 49  37  37 ...  76  65  74]
 [112  58  52 ...  60  63  71]
 [251  50  55 ...  50  56  64]
 ...
 [238 239 245 ...  77  77  79]
 [241 251 244 ...  63  77  76]
 [242 240 242 ...  26  56  73]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1639.jpg,image_1639.jpg,"[[102  95  87 ... 108 103 100]
 [111 100  94 ... 105 101  99]
 [116 107 100 ... 106 100  97]
 ...
 [118 121 122 ... 153 153 155]
 [143 140 120 ... 171 172 172]
 [141 142 132 ... 185 182 186]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_768.jpg,image_768.jpg,"[[151 156 159 ...  62  46  48]
 [156 153 158 ...  63  48  43]
 [152 152 154 ...  64  62  38]
 ...
 [160 155 152 ...  80  78  78]
 [155 153 152 ...  89  81  86]
 [151 153 147 ...  87  85  83]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_612.jpg,image_612.jpg,"[[ 47 101 111 ...  26   7   7]
 [ 51 101 112 ...  23   7   7]
 [ 46  91 112 ...  30   7  10]
 ...
 [115 123 127 ... 157 152 152]
 [138 107 109 ... 150 147 146]
 [128 130 133 ... 146 149 140]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1958.jpg,image_1958.jpg,"[[ 17  16  17 ...  27  24  21]
 [ 15  17  13 ...  23  26  19]
 [ 17  17  13 ...  22  24  18]
 ...
 [ 65 162 191 ... 150 152 152]
 [ 55 134 192 ... 143 150 145]
 [ 69 130 191 ... 135 120 134]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1813.jpg,image_1813.jpg,"[[18 16 19 ... 25 40 61]
 [19 18 19 ... 30 30 26]
 [21 20 25 ... 34 34 29]
 ...
 [56 57 57 ... 53 54 58]
 [58 58 57 ... 50 48 52]
 [57 57 59 ... 53 50 48]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1820.jpg,image_1820.jpg,"[[176 182 159 ... 128 126 111]
 [208 194 177 ... 157 126 132]
 [205 219 131 ... 177 142 139]
 ...
 [ 16  13  13 ...  17  21  16]
 [ 15  10  14 ...  18  18  13]
 [ 15  16  14 ...  18  15  16]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1592.jpg,image_1592.jpg,"[[ 87 103 111 ... 176 167 154]
 [ 87 103 110 ... 178 167 152]
 [ 87 102 106 ... 173 161 150]
 ...
 [170 138 150 ...  68  67  52]
 [181 178 153 ...  46  48  43]
 [179 184 190 ...  77  64  43]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_469.jpg,image_469.jpg,"[[ 22  20  45 ... 238 253 254]
 [ 12  23  45 ... 184 248 254]
 [ 12  27  41 ... 149 229 250]
 ...
 [141 137 137 ... 126 136 132]
 [150 142 141 ... 105 129 124]
 [  2   2 154 ... 111 126 125]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2466.jpg,image_2466.jpg,"[[111 111 113 ... 187 168  77]
 [111 109 112 ... 186 171  87]
 [110 109 112 ... 184 160  87]
 ...
 [ 91  79  91 ...  32  21  25]
 [ 41  37  37 ...  35  28  22]
 [ 41  42  42 ...  31  31  50]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_72.jpg,image_72.jpg,"[[181 189 195 ...  37  37  35]
 [182 180 194 ...  34  37  36]
 [182 183 185 ...  35  35  35]
 ...
 [ 66  65  53 ...  66  66  65]
 [ 55  57  66 ...  63  67  65]
 [ 57  55  63 ...  68  66  68]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_140.jpg,image_140.jpg,"[[ 30  22  23 ... 179  13  16]
 [ 29  24  26 ...  10  11  14]
 [ 24  35  32 ...  13  12  15]
 ...
 [152 185 107 ... 188 221  37]
 [104  73  20 ... 177 163  40]
 [162 108  56 ... 168 219 182]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_31.jpg,image_31.jpg,"[[142 149 153 ...  23  31  41]
 [145 148 158 ...  26  27  35]
 [145 148 157 ...  32  28  25]
 ...
 [ 97 106 110 ... 157 153 145]
 [ 45  57  63 ... 175 166 162]
 [ 29  25  22 ... 161 173 162]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2102.jpg,image_2102.jpg,"[[ 81  80  47 ...  29  29  25]
 [ 80  50  36 ...  30  25  27]
 [ 61  47  35 ...  26  28  22]
 ...
 [200 196 195 ... 124 115 125]
 [197 200 199 ... 116 118 125]
 [200 196 199 ... 109 117 150]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1120.jpg,image_1120.jpg,"[[148  78  56 ... 205 190  97]
 [193 104  88 ... 200 196 133]
 [190 162 115 ... 204 203 159]
 ...
 [141 133 111 ... 230 243 240]
 [155 162 144 ... 238 234 233]
 [158 168 173 ... 219 218 219]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_739.jpg,image_739.jpg,"[[125 149 173 ...  69  88  67]
 [123 145 169 ...  47  85  70]
 [120 148 169 ...  41  68  66]
 ...
 [135 129 123 ...  34  68  84]
 [129 131 127 ...  64  58  22]
 [126 140 133 ...  87  48  19]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1191.jpg,image_1191.jpg,"[[134 126  70 ... 227 221 190]
 [134 114  78 ... 227 224 202]
 [148  96  82 ... 221 222 198]
 ...
 [ 11  12  12 ...  26  28  29]
 [ 13  16  24 ...  22  24  26]
 [ 61 130 179 ...  23  19  21]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_397.jpg,image_397.jpg,"[[150 156 150 ... 144 111 115]
 [160 151 150 ... 149 124 140]
 [149 158 142 ... 155 144 104]
 ...
 [120 117 118 ...  82 142 162]
 [119 115 114 ...  46  73 162]
 [114 122 119 ...  70  98 181]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1880.jpg,image_1880.jpg,"[[ 16   7  14 ...  73  85  91]
 [ 13   8  13 ...  65  95 103]
 [ 15  11  16 ...  50 100 110]
 ...
 [ 75  72  69 ...  65  68  65]
 [ 78  71  72 ...  61  63  51]
 [ 82  69  71 ...  59  62  50]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1325.jpg,image_1325.jpg,"[[ 58  69  63 ...  38  42  37]
 [ 57  61  51 ...  34  41  37]
 [ 57  56  41 ...  37  34  36]
 ...
 [145 141 130 ...  77  80  83]
 [153 133 140 ...  92  91  91]
 [154 131 245 ... 104 104 105]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_642.jpg,image_642.jpg,"[[182 166 177 ...  62  70  49]
 [180 176 153 ...  65  71  54]
 [169 177 175 ...  74  72  54]
 ...
 [181 180 172 ... 189 202 193]
 [178 182 181 ... 215 223 229]
 [170 183 176 ... 219 225 226]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_258.jpg,image_258.jpg,"[[ 34  38  35 ...  78  67  63]
 [ 33  31  32 ...  77  80  71]
 [ 26  26  28 ...  64  75  90]
 ...
 [ 72  43  34 ... 194 200 196]
 [ 88  80  50 ... 200 203 204]
 [158 154 109 ... 199 202 203]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1594.jpg,image_1594.jpg,"[[207 199 202 ...  79  75  76]
 [203 195 205 ...  81  76  77]
 [201 209 210 ...  82  77  82]
 ...
 [142 192 245 ...  13  13  14]
 [120 100 117 ...  11  14  16]
 [102 100  89 ...  13  15  17]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_74.jpg,image_74.jpg,"[[ 96  60   6 ...  74  62 114]
 [ 99  97   6 ...  75  79 112]
 [105  62  12 ...  74  72 127]
 ...
 [138 160 172 ... 235 238 237]
 [170 180 187 ... 231 235 235]
 [185 198 205 ... 232 230 234]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_857.jpg,image_857.jpg,"[[ 9  8  7 ... 15 17 10]
 [ 8  6  6 ... 18 15 10]
 [ 6  8  7 ... 13 16  8]
 ...
 [29 49 72 ... 70 83 38]
 [59 73 71 ... 85 83 65]
 [67 66 66 ... 82 77 84]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1378.jpg,image_1378.jpg,"[[ 59  59  70 ... 144 189 188]
 [ 60  64  77 ... 145 175 180]
 [ 58  66  82 ... 151 168 187]
 ...
 [128 127 126 ...  41  45  49]
 [133 132 131 ...  41  44  43]
 [135 134 134 ...  45  41  41]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1046.jpg,image_1046.jpg,"[[136 138 140 ...  87  96  90]
 [150 145 148 ...  99  93  95]
 [151 149 144 ...  90  91  94]
 ...
 [ 76 125 140 ... 138 132 102]
 [ 76 131 121 ... 133 100  29]
 [ 85 129 150 ... 119  25  23]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1386.jpg,image_1386.jpg,"[[ 24  29  24 ...  27  24  23]
 [ 23  28  19 ...  25  25  19]
 [ 17  23  18 ...  23  25  21]
 ...
 [112 113 107 ...  58  55  26]
 [108 110 107 ...  60  61  25]
 [103 111 110 ...  58  65  26]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2092.jpg,image_2092.jpg,"[[121 133 128 ... 127 122 117]
 [120 128 141 ... 138 126 122]
 [124 132 137 ... 145 123 116]
 ...
 [ 31  24  23 ...  19  24  22]
 [ 76  25  26 ...  20  21  18]
 [ 86  29  23 ...  19  21  20]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1095.jpg,image_1095.jpg,"[[112 133 131 ...  94 115  92]
 [105 141 123 ...  99 126  96]
 [102 147 119 ... 107 129 105]
 ...
 [ 29  38  61 ... 106 106 141]
 [ 32  40  49 ...  99 226  26]
 [ 38  27  49 ... 107  88  25]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2417.jpg,image_2417.jpg,"[[136 134 133 ...  18  16  30]
 [138 131 133 ...  73  36  30]
 [134 131 131 ...  80  55  39]
 ...
 [111 118 125 ... 209 208 187]
 [137 119 113 ... 204 206 205]
 [194 207 204 ... 182 205 204]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2342.jpg,image_2342.jpg,"[[21 15 17 ... 21 24 22]
 [21 19 15 ... 22 20 19]
 [17 20 18 ... 42 20 24]
 ...
 [20 16 14 ... 66 39 63]
 [17 16 16 ... 68 49 54]
 [19 18 14 ... 64 60 59]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_449.jpg,image_449.jpg,"[[122 129 133 ...  22  54  37]
 [108 115 129 ...  24  50  36]
 [106 120 130 ...  13  17  15]
 ...
 [ 92  84  73 ...  54  35  31]
 [ 89  91  78 ... 118  30  27]
 [ 89  90  85 ... 124  40  25]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1630.jpg,image_1630.jpg,"[[111 119 126 ...  84  82  83]
 [117 126 131 ...  77  82  95]
 [120 127 132 ...  42  45  46]
 ...
 [ 53  52  50 ...  85  90  70]
 [ 51  55  55 ...  80  86  72]
 [ 54  58  57 ...  74  83  71]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_196.jpg,image_196.jpg,"[[ 13  13  15 ... 162 177 185]
 [ 13  14  14 ... 157 170 185]
 [ 13  12  12 ... 147 160 170]
 ...
 [185 178 183 ... 213 210 205]
 [188 178 184 ... 191 215 193]
 [187 181 183 ... 207 209 210]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_725.jpg,image_725.jpg,"[[139 146 152 ... 162 160 164]
 [143 141 154 ... 163 166 162]
 [139 151 153 ... 163 169 166]
 ...
 [118 102 107 ... 170 178 182]
 [126 114  77 ... 186 197 209]
 [136 119  91 ... 213 214 222]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1368.jpg,image_1368.jpg,"[[137 162 178 ...  63  67  59]
 [136 162 172 ...  64  68  58]
 [135 158 172 ...  55  60  53]
 ...
 [ 40  30  27 ...  33  32  33]
 [ 38  34  23 ...  28  28  27]
 [ 31  32  22 ...  22  20  22]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1253.jpg,image_1253.jpg,"[[ 39  36  33 ... 120 119 123]
 [ 41  33  24 ... 112 122 135]
 [ 41  33  35 ... 117 127 126]
 ...
 [ 23  15  12 ... 103  50  19]
 [ 26  16  12 ... 121  88  20]
 [ 29  17  19 ... 110 111  38]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1571.jpg,image_1571.jpg,"[[204 123 104 ...  46  37  34]
 [175 106 103 ...  43  40  24]
 [133 110 104 ...  48  38  21]
 ...
 [168 159 160 ... 212 147 115]
 [159 162 164 ... 207 210 189]
 [160 165 157 ... 195 206 215]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_803.jpg,image_803.jpg,"[[114 134 147 ... 143 143 136]
 [117 138 152 ... 143 140 134]
 [114 136 158 ... 143 139 133]
 ...
 [187 195 185 ... 202 198 207]
 [199 200 181 ... 218 215 211]
 [189 178 176 ... 208 205 212]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_223.jpg,image_223.jpg,"[[ 13  10  13 ... 222 142  98]
 [ 15  13  20 ... 243 190 103]
 [ 10  13  32 ... 248 232 148]
 ...
 [  6   5   6 ...  27  22  25]
 [  6   5   6 ...  20  18  19]
 [  7   4   6 ...  14  16  13]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1924.jpg,image_1924.jpg,"[[ 94  99  91 ...  87  52  20]
 [ 97 102 100 ...  70  41  11]
 [ 86 101  96 ...  84  26   6]
 ...
 [ 92 177 252 ... 137 183 191]
 [211 253 254 ...  69 168 211]
 [253 254 254 ...  69  74  83]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_963.jpg,image_963.jpg,"[[100 107 102 ...  96  89  72]
 [ 76  61  55 ... 113 103 100]
 [ 92  69  33 ... 118 119 108]
 ...
 [ 24  23  25 ...  26  29  31]
 [ 23  19  20 ...  32  36  34]
 [ 25  28  17 ...  39 215 212]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2303.jpg,image_2303.jpg,"[[111 118 118 ... 149 155 162]
 [106 111 119 ... 143 147 160]
 [108 106 117 ... 135 139 151]
 ...
 [ 62  42  52 ...  53  66  70]
 [ 66  51  44 ...  76  64  62]
 [ 75  59  46 ...  79  66  74]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2314.jpg,image_2314.jpg,"[[ 91  72  71 ...  34  33  30]
 [ 96  63  68 ...  39  34  33]
 [ 97  63  65 ...  41  38  36]
 ...
 [100 109 104 ...  40  30  30]
 [ 99 110 125 ...  31  28  25]
 [ 91 110 165 ...  38  24  22]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_908.jpg,image_908.jpg,"[[ 14  14  13 ... 168 164 165]
 [ 13  13  15 ... 169  94  46]
 [ 15  13  18 ...  81  58  51]
 ...
 [107 101 113 ...   8   9  12]
 [104 103 101 ...   7  12  15]
 [108 110 106 ...   9  11  17]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_377.jpg,image_377.jpg,"[[148 166 138 ... 124 119  88]
 [146 144 134 ... 116 120 116]
 [141 131 134 ... 108 113 111]
 ...
 [ 97 116 110 ...  72  96 118]
 [ 91  94 106 ...  70  77 124]
 [ 95  97  92 ...  77  71 130]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_961.jpg,image_961.jpg,"[[ 63  72  84 ...  65  15  15]
 [ 71  74  87 ...  87  25  25]
 [ 76  77  82 ...  88  32  12]
 ...
 [215 235 230 ...  41  33   7]
 [203 235 232 ... 102  35  30]
 [187 223 216 ...  80  36  27]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1262.jpg,image_1262.jpg,"[[ 69 101  87 ... 119 118 127]
 [ 65  74  80 ... 130 122 126]
 [ 78  70 126 ... 124 124 126]
 ...
 [ 22  20  23 ... 105 112 101]
 [ 23  24  24 ...  94  95  99]
 [ 22  20  22 ...  96  87  96]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1225.jpg,image_1225.jpg,"[[ 41  43  43 ...  51  48  43]
 [ 40  41  38 ...  56  50  38]
 [ 36  40  25 ...  59  51  39]
 ...
 [254 254 255 ... 162 165 171]
 [251 238 254 ...  98  57 139]
 [231 206 247 ... 189 153 181]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1533.jpg,image_1533.jpg,"[[ 89 105 112 ...  98 103 116]
 [101 107  94 ... 107 117 101]
 [ 99  94  76 ... 112 124 104]
 ...
 [ 26  26  25 ...  97  90  95]
 [ 25  24  23 ...  96  93  87]
 [ 25  23  18 ...  96  88  82]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_672.jpg,image_672.jpg,"[[ 29  36  38 ... 138 177 111]
 [ 32  37  42 ... 141 170  94]
 [ 28  38  41 ... 144 162  88]
 ...
 [131 132 133 ... 114 116 116]
 [132 144 144 ... 115 113 114]
 [140 138 136 ... 114 113 115]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_2487.jpg,image_2487.jpg,"[[ 26  23  24 ... 163 147 143]
 [ 25  28  29 ... 161 149 145]
 [ 29  27  29 ... 165 152 146]
 ...
 [ 40  40  42 ...  79  81  86]
 [ 44  41  39 ...  82  79  84]
 [ 47  47  42 ...  82  83  81]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_790.jpg,image_790.jpg,"[[142  83  84 ... 240 243 240]
 [ 89  81  82 ... 235 229 232]
 [ 83  83  80 ... 242 245 236]
 ...
 [ 72  65  66 ... 252 254 255]
 [ 76  55  65 ... 254 243 254]
 [156  78  64 ... 254 214 245]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_291.jpg,image_291.jpg,"[[ 23  26  31 ...  88  73  49]
 [ 26  27  26 ...  91  84  57]
 [ 25  27  31 ...  93  85  57]
 ...
 [229 226 234 ... 143 144 148]
 [214 226 232 ... 142 145 142]
 [176 215 245 ... 140 142 144]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1189.jpg,image_1189.jpg,"[[123 122 116 ...  64  68  60]
 [131 130 136 ...  68  68  74]
 [155 146 155 ...  57  56  66]
 ...
 [240 244 247 ...   0   0   0]
 [239 244 247 ...   0   0   0]
 [243 244 245 ...   0   0   0]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_218.jpg,image_218.jpg,"[[158 158 159 ... 122 120 123]
 [159 159 160 ... 120 119 124]
 [160 157 160 ... 122 119 116]
 ...
 [159 155 163 ... 171 160  16]
 [156 159 169 ... 205 175 181]
 [164 162 167 ... 200 181 187]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1653.jpg,image_1653.jpg,"[[ 22  22  30 ...  90  67  72]
 [ 22  22  29 ... 140  63  69]
 [ 25  24  22 ... 145  87  65]
 ...
 [ 12   8   9 ...  92  92  89]
 [ 10  12   9 ...  74  80  90]
 [ 11  15  12 ...  99 104 103]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1909.jpg,image_1909.jpg,"[[122  90  14 ...  47  47  94]
 [122  83  18 ...  52  51  66]
 [181 132  51 ...  52  54  56]
 ...
 [162 209 189 ... 212 208 212]
 [172 204 203 ... 217 219 211]
 [133 149 169 ... 192 200 206]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_219.jpg,image_219.jpg,"[[121 127  83 ... 228 245 237]
 [118 137  80 ... 222 244 248]
 [119 120  81 ... 196 227 250]
 ...
 [ 27  20  20 ...  19  35  83]
 [ 28  21  22 ...  27  41  66]
 [ 26  23  26 ...  31  32  60]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_1835.jpg,image_1835.jpg,"[[ 23  22  21 ... 146 142 113]
 [ 23  22  24 ... 144 135 128]
 [ 21  23  22 ... 147 126 128]
 ...
 [ 12  12  11 ...  84  82  81]
 [ 11  11  12 ...  90  86  79]
 [ 31 114 153 ...  80  90  79]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
0_2,../OUTPUT/faces_detected/0_2/image_7.jpg,image_7.jpg,"[[187 189 191 ...  25 113 146]
 [185 187 193 ...  19 140 155]
 [187 187 190 ...  18 109 156]
 ...
 [ 96  98  94 ...  11  15  26]
 [ 94  97  90 ...  10  11  25]
 [ 92  92  89 ...  16   8  21]]",1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]"
